CONTROL_NUMBER_N,MONTHS_SINCE_ORIGIN,DONOR_AGE,IN_HOUSE,URBANICITY,SES,CLUSTER_CODE,HOME_OWNER,DONOR_GENDER,INCOME_GROUP,PUBLISHED_PHONE,OVERLAY_SOURCE,MOR_HIT_RATE,WEALTH_RATING,MEDIAN_HOME_VALUE,MEDIAN_HOUSEHOLD_INCOME,PCT_OWNER_OCCUPIED,PER_CAPTITA_INCOME,PCT_MALE_MILITARY,PCT_MALE_VETERANS,PCT_VIETNAM_VETERANS,PCT_WWII_VETERANS,PEP_STAR,RECENT_STAR_STATUS,RECENCY_STATUS_96NK,FREQUENCY_STATUS_97NK,RECENT_RESPONSE_PROP,RECENT_AVG_GIFT_AMT,RECENT_CARD_RESPONSE_PROP,RECENT_AVG_CARD_GIFT_AMT,RECENT_RESPONSE_COUNT,RECENT_CARD_RESPONSE_COUNT,MONTHS_SINCE_LAST_PROM_RESP,LIFETIME_CARD_PROM,LIFETIME_PROM,LIFETIME_GIFT_AMOUNT,LIFETIME_GIFT_COUNT,LIFETIME_AVG_GIFT_AMT,LIFETIME_GIFT_RANGE,LIFETIME_MAX_GIFT_AMT,LIFETIME_MIN_GIFT_AMT,LAST_GIFT_AMT,CARD_PROM_12,NUMBER_PROM_12,MONTHS_SINCE_LAST_GIFT,MONTHS_SINCE_FIRST_GIFT,FILE_AVG_GIFT,FILE_CARD_GIFT
16475,77,84,0,C,2,29,H,M,1,1,B,7,6,925,309,87,19918,0,47,7,80,1,0,A,2,0.19,17.5,0.273,17.67,4,3,24,24,59,152,12,12.67,15,20,5,17,6,11,24,75,12.67,7
16476,41,,0,S,2,16,U,F,,0,N,0,,1824,340,73,13927,1,35,29,40,0,0,A,4,0.211,6,0,0,4,0,18,13,30,33,6,5.5,3,7,4,7,6,12,18,38,5.5,1
16477,29,55,0,C,1,24,H,F,4,1,B,0,,766,353,81,19916,3,27,38,38,1,0,A,2,0.2,10,0.286,5,3,2,20,11,25,30,3,10,15,20,5,20,6,12,20,33,10,2
16478,137,87,0,C,1,23,U,F,2,0,B,0,7,863,357,88,18247,0,53,25,59,1,1,S,3,0.238,12.4,0.2,13,5,2,18,34,84,296,27,10.96,11,16,5,14,6,14,18,129,10.96,13
16479,41,79,0,U,4,10,U,F,1,1,B,1,,375,123,33,5359,0,12,25,0,0,0,A,1,0.1,20,0,0,2,0,19,14,32,45,3,15,15,20,5,20,6,12,19,42,15,1
16480,89,77,0,T,3,41,H,M,2,1,B,14,5,471,232,58,9207,0,21,26,12,1,1,S,4,0.381,4.13,0.455,4.4,8,5,22,26,62,96,25,3.84,8,10,2,5,6,13,22,89,3.84,11
16481,65,56,0,C,3,30,H,M,3,1,B,4,,408,163,67,9269,0,25,37,13,0,0,A,2,0.111,13,0,0,2,0,18,15,42,47,5,9.4,10,15,5,15,6,12,18,65,9.4,1
16482,41,47,0,C,3,30,H,F,4,1,B,0,,322,196,62,8341,0,27,44,26,0,0,A,1,0.158,15,0.111,30,3,1,18,13,30,50,4,12.5,25,30,5,30,5,10,18,41,12.5,2
16483,137,81,0,S,2,16,U,U,3,1,M,0,4,788,333,75,13445,0,43,30,34,1,1,S,2,0.333,7,0.455,7,6,5,21,33,65,117,24,4.88,7,10,3,8,6,11,21,125,4.88,16
16484,137,27,0,C,2,28,H,F,2,1,B,7,,517,303,77,15032,0,43,35,48,1,1,S,3,0.143,4,0.2,5,2,1,21,24,59,49,19,2.58,4,5,1,3,4,9,19,128,2.58,12
16485,89,63,0,S,1,12,U,F,,0,N,0,8,2724,547,72,18595,0,29,38,14,0,0,A,1,0,0,0,0,0,0,,16,68,111,8,13.88,20,20,0,0,4,27,4,88,13.88,1
16486,137,,0,R,1,42,U,M,,1,N,0,,0,0,0,0,0,22,44,20,1,3,A,1,0.235,5.5,0.3,5.67,4,3,28,32,74,132,21,6.29,7,10,3,10,5,11,25,126,6.29,10
16487,17,63,0,C,3,32,H,M,2,0,P,0,,386,146,64,5582,0,13,0,11,0,0,N,3,0.333,11.5,0.5,15,2,1,15,6,18,33,3,11,7,15,8,15,5,13,15,20,11,1
16488,17,53,0,C,2,28,U,M,4,0,P,0,,548,322,76,15736,1,34,7,51,0,0,N,2,0.333,10,0.333,15,2,1,20,5,14,20,2,10,10,15,5,5,3,9,20,21,10,1
16489,77,69,0,S,2,16,H,F,1,0,B,0,9,469,270,50,10475,6,32,49,9,1,1,S,2,0.211,9.25,0.182,10,4,2,18,24,65,226,23,9.83,15,20,5,5,6,12,18,77,9.83,11
16490,137,81,0,U,1,3,H,F,6,1,B,2,8,756,330,45,16695,0,25,13,49,1,1,S,4,0.368,6.14,0.545,6,7,6,22,33,82,290,43,6.74,12,15,3,6,5,11,22,129,6.74,21
16491,89,39,0,?,?,,H,F,6,1,B,2,,631,350,80,13465,0,0,0,0,0,0,A,1,0.056,30,0,0,1,0,15,22,58,90,5,18,20,30,10,30,5,12,15,88,18,4
16492,77,62,0,S,1,12,U,U,,0,N,0,9,1446,547,91,18570,2,29,44,9,0,0,A,3,0.25,16,0.222,16,5,2,16,19,48,106,9,11.78,14,17,3,17,5,13,16,67,11.78,3
16493,101,39,0,T,1,35,H,F,5,1,B,8,,1094,412,79,23020,0,41,33,19,0,0,A,2,0.105,17.5,0.125,25,2,1,23,22,49,63,8,7.88,23,25,2,25,6,13,23,92,7.88,5
16494,41,54,0,T,3,41,H,M,4,1,B,3,1,718,223,50,16722,2,26,34,44,1,12,L,1,0.118,20,0.125,20,2,1,15,14,35,48,4,12,17,20,3,20,5,11,15,44,12,3
16495,89,76,1,C,1,24,U,M,1,0,M,2,8,802,408,74,12344,13,43,66,14,1,1,S,4,0.333,10,0.455,9.6,7,5,18,26,77,214,24,8.92,10,15,5,15,7,22,7,81,8.92,14
16496,65,,1,U,2,5,H,M,4,1,P,0,5,1493,346,91,16740,0,0,0,0,0,0,A,4,0.235,13.5,0.143,14,4,1,18,20,68,129,12,10.75,12,15,3,10,7,33,4,62,10.75,3
16497,29,,0,S,1,12,H,M,4,1,M,1,,1095,584,96,20942,0,28,27,31,1,1,S,4,0.353,3.33,0.5,3,6,4,19,12,29,26,7,3.71,3,6,3,6,6,13,18,33,3.71,4
16498,65,72,0,R,2,43,U,F,1,1,M,4,0,524,191,67,8573,0,41,34,26,1,1,S,3,0.15,11.67,0.111,10,3,1,18,20,57,96,12,8,10,15,5,15,6,14,18,65,8,6
16499,137,68,0,R,2,44,U,M,2,1,B,2,3,575,318,78,12909,0,24,34,17,1,1,S,2,0.182,10,0.273,10,4,3,23,32,74,161,19,8.47,6,10,4,10,6,12,23,123,8.47,10
16500,41,69,0,R,2,49,H,F,2,1,B,3,,470,279,87,11055,0,28,32,35,0,0,A,2,0.167,12.33,0.25,11,3,2,18,13,33,52,5,10.4,10,15,5,15,6,13,18,40,10.4,3
16501,77,77,0,R,2,43,H,F,3,0,P,0,2,380,215,81,10041,0,37,35,33,1,1,S,2,0.143,15,0.2,14,3,2,24,21,55,126,10,12.6,12,17,5,15,6,12,24,67,12.6,7
16502,41,,0,C,2,27,U,M,,0,N,0,,1679,281,40,11916,4,34,46,27,0,0,A,2,0.2,13.33,0.143,10,3,1,18,11,25,40,3,13.33,5,15,10,15,6,13,18,35,13.33,1
16503,41,74,0,T,2,36,H,F,5,1,B,10,,608,331,71,14087,0,32,18,39,1,0,A,4,0.474,4.56,0.6,4,9,6,18,15,32,44,10,4.4,4,6,2,6,6,12,18,41,4.4,7
16504,101,31,0,T,2,39,H,F,5,1,B,6,5,601,335,65,10911,4,44,63,10,0,0,A,1,0.045,20,0,0,1,0,31,28,68,190,14,13.57,20,25,5,25,6,13,18,99,13.57,3
16505,65,68,0,C,1,24,H,F,6,0,B,39,8,2450,598,82,22424,0,39,42,16,0,0,A,3,0.118,10,0.143,10,2,1,17,15,40,46,5,9.2,6,11,5,10,6,12,17,56,9.2,4
16506,17,29,0,S,2,18,H,F,2,1,B,0,,808,352,96,12503,0,31,47,11,0,0,F,1,0.2,25,0.5,25,1,1,16,6,14,25,1,25,0,25,25,25,5,12,16,16,25,1
16507,17,,0,T,2,39,U,U,3,1,P,0,,612,198,39,10989,87,7,10,0,0,0,F,1,0.2,15,0.5,15,1,1,16,5,13,15,1,15,0,15,15,15,4,10,16,16,15,1
16508,125,53,0,T,2,38,U,M,,0,N,0,4,587,254,46,12326,0,31,39,27,1,1,S,3,0.19,8.75,0.3,8.33,4,3,17,31,79,149,21,7.1,5,10,5,10,6,14,17,124,7.1,13
16509,137,47,0,U,1,2,H,F,6,1,B,3,8,2982,609,71,21687,3,35,58,7,1,3,A,1,0.143,13,0.2,12.5,3,2,20,31,75,123,17,7.24,11,14,3,13,6,13,20,128,7.24,12
16510,137,87,0,R,3,52,U,U,,0,N,0,2,232,94,70,4302,1,24,17,52,1,1,S,2,0.19,11,0.2,10,4,2,18,33,76,110,17,6.47,12,14,2,10,6,13,18,128,6.47,12
16511,77,64,0,C,2,27,H,M,4,1,B,14,6,653,393,87,13747,0,35,31,31,0,0,A,1,0.059,16,0.143,16,1,1,18,18,49,64,6,10.67,11,16,5,16,4,11,18,77,10.67,4
16512,77,86,0,U,3,9,H,F,1,1,M,0,1,263,160,14,9499,0,19,26,42,0,0,A,1,0.053,16,0,0,1,0,26,19,50,57,5,11.4,11,16,5,16,4,9,26,76,11.4,1
16513,65,17,0,T,3,41,U,F,,0,N,0,1,348,178,80,10244,2,45,36,33,1,0,A,1,0.5,13.11,0.889,12.88,9,8,12,22,72,220,19,11.58,11,16,5,16,7,21,4,65,11.58,11
16514,137,45,0,R,2,45,H,F,5,1,B,36,1,246,188,72,9532,1,37,28,46,1,1,S,2,0.176,16.67,0.222,17.5,3,2,18,25,55,160,11,14.55,15,20,5,20,4,10,18,98,14.55,6
16515,41,45,0,T,3,41,U,F,4,1,P,0,,473,323,79,13243,0,43,15,39,0,0,A,1,0.091,20,0.2,20,1,1,25,8,19,65,4,16.25,10,20,10,20,2,4,25,40,16.25,4
16516,125,71,0,C,1,24,H,F,1,1,B,0,9,1212,160,36,27363,0,28,0,99,0,0,A,2,0.211,11.5,0.3,12,4,3,21,27,59,81,11,7.36,14,16,2,16,6,13,21,125,7.36,8
16517,65,53,0,?,?,,U,M,5,0,P,0,5,308,161,67,6576,0,0,0,0,0,0,A,4,0.3,4.5,0.3,5,6,3,19,19,42,45,10,4.5,4,7,3,4,6,11,19,62,4.5,4
16518,137,86,0,C,3,30,U,U,,0,N,0,1,890,233,83,13695,2,45,27,26,0,0,A,4,0.2,5.75,0.111,6,4,1,18,30,63,55.25,13,4.25,4,7,3,5,6,12,18,122,4.25,8
16519,137,80,0,C,3,30,H,F,2,0,B,8,0,445,332,80,13662,0,33,21,33,1,4,A,1,0.15,8.67,0,0,3,0,27,30,63,109,20,5.45,7,10,3,10,4,9,27,125,5.45,9
16520,29,,0,R,2,45,U,F,3,0,P,0,,481,195,72,11476,0,25,19,45,1,0,A,4,0.308,16.75,0.286,13.5,4,2,18,11,26,92,6,15.33,15,25,10,15,6,13,18,28,15.33,2
16521,77,25,0,S,1,14,H,F,7,1,B,18,8,1185,593,99,16657,0,29,52,6,0,0,A,2,0.056,20,0.143,20,1,1,20,17,69,88,6,14.67,10,20,10,20,6,29,20,75,14.67,3
16522,29,55,0,U,4,10,H,F,5,0,B,1,,792,259,77,10047,0,7,0,32,1,0,A,4,0.308,6.25,0.5,6.67,4,3,17,10,24,30,5,6,5,10,5,5,6,12,17,29,6,3
16523,41,75,0,R,1,42,U,F,3,0,P,0,,957,319,63,13186,0,25,42,20,1,0,A,3,0.263,5.4,0.333,3,5,3,19,14,32,30,6,5,7,10,3,8,6,12,19,40,5,3
16524,137,49,0,C,2,25,U,M,,0,N,0,0,300,279,5,15649,0,32,29,35,1,5,A,1,0.095,20,0,0,2,0,19,33,80,259,17,15.24,20,25,5,20,6,13,19,128,15.24,9
16525,29,45,0,T,2,36,H,F,7,0,P,0,,595,292,72,12583,0,39,28,44,0,0,N,1,0.1,20,0.25,20,1,1,24,6,16,20,1,20,0,20,20,20,3,8,24,24,20,1
16526,29,49,1,U,1,1,H,F,7,1,P,0,,448,264,28,24728,0,28,13,52,0,0,A,1,0.154,12.5,0,0,2,0,19,10,28,35,3,11.67,15,20,5,10,6,17,10,32,11.67,0
16527,65,,1,R,2,48,U,M,5,0,B,0,2,847,184,77,11078,0,60,0,85,1,1,S,3,0.286,14.83,0.455,14.8,6,5,18,19,50,120,10,12,15,20,5,15,6,14,18,56,12,7
16528,101,74,1,S,1,13,H,M,7,0,B,23,9,866,611,98,20722,0,42,21,40,1,0,A,1,0.091,43,0,0,2,0,19,30,106,477,13,36.69,60,75,15,25,8,35,5,93,36.69,4
16529,29,73,0,T,1,35,H,M,5,0,P,0,,1412,399,86,15307,0,34,28,37,0,0,N,3,0.375,15.33,0.5,15,3,2,16,8,20,46,3,15.33,2,16,14,16,5,14,16,23,15.33,2
16530,17,,0,U,2,5,U,U,,0,N,0,,2250,181,1,11346,0,19,13,45,0,0,N,3,0.286,7.5,0.333,10,2,1,20,7,16,18,3,6,7,10,3,3,5,11,19,21,6,1
16531,137,37,1,R,2,45,U,F,2,0,P,0,2,476,202,64,10581,0,31,17,31,1,1,S,4,0.316,7.67,0.3,7.33,6,3,18,37,144,1622,68,23.85,997,1000,3,5,7,34,11,129,23.85,15
16532,65,85,0,T,2,40,H,F,7,1,B,11,8,604,405,76,14976,0,26,28,24,1,1,S,2,0.2,18.5,0.273,18,4,3,17,21,56,143,12,11.92,17,22,5,20,6,14,17,65,11.92,7
16533,137,,0,R,2,46,H,F,5,1,P,0,4,1914,351,81,18951,0,43,26,36,0,0,A,1,0.056,15,0.125,15,1,1,21,28,68,100,11,9.09,14,17,3,15,4,11,21,126,9.09,5
16534,89,35,0,T,3,41,H,M,5,1,P,0,,260,138,27,8607,0,25,48,21,1,1,S,4,0.176,12.33,0,0,3,0,15,20,58,72,8,9,12,15,3,15,6,14,15,81,9,4
16535,65,,0,T,1,35,U,F,,0,N,0,5,989,472,88,16856,0,32,43,23,1,1,S,2,0.3,13.17,0.364,13.75,6,4,19,20,51,145,12,12.08,10,15,5,10,6,13,19,56,12.08,7
16536,137,77,0,R,1,42,U,M,,0,N,0,3,1483,306,70,17874,0,39,26,41,1,1,S,2,0.105,25.5,0.111,25,2,1,19,32,74,183,13,14.08,21,26,5,26,6,13,19,126,14.08,10
16537,53,87,0,C,3,30,H,M,1,0,B,9,,386,232,70,9987,0,39,29,20,0,0,A,4,0.278,5.8,0.143,4,5,1,15,12,32,35,7,5,7,10,3,5,6,13,15,53,5,2
16538,41,54,0,T,2,40,H,F,4,1,B,6,,933,321,83,11642,1,27,24,33,0,0,A,1,0.1,22.5,0,0,2,0,18,15,37,50,3,16.67,20,25,5,25,6,15,18,44,16.67,0
16539,113,82,0,T,2,38,U,F,2,1,B,0,4,669,357,87,15386,0,27,35,13,1,4,A,1,0.1,16,0.1,15,2,1,19,29,71,202,21,9.62,12,17,5,17,6,13,19,105,9.62,12
16540,17,,0,U,1,3,H,F,5,1,B,0,,1336,382,67,23899,0,23,18,55,0,0,F,1,0.2,15,0,0,1,0,16,5,12,15,1,15,0,15,15,15,4,10,16,16,15,0
16541,17,62,0,T,2,39,H,M,5,0,B,1,,758,260,65,11549,1,48,40,25,0,0,N,2,0.333,10,0.333,15,2,1,17,7,18,20,2,10,10,15,5,15,6,13,17,20,10,1
16542,89,40,0,C,1,24,H,M,4,1,B,4,,580,306,90,17770,0,45,37,47,0,0,A,1,0.056,20,0,0,1,0,26,21,53,77,6,12.83,15,20,5,20,4,9,26,81,12.83,2
16543,17,72,0,S,1,12,H,F,6,0,B,3,,1065,574,92,19920,0,32,30,21,0,0,F,1,0.25,15,0.5,15,1,1,17,3,7,15,1,15,0,15,15,15,2,5,17,17,15,1
16544,77,57,0,C,3,32,U,U,,0,N,0,2,294,254,69,8555,0,31,31,39,1,0,A,2,0.136,16.67,0.091,18,3,1,15,24,61,154,12,12.83,15,20,5,20,6,13,15,74,12.83,4
16545,29,,0,C,2,27,U,F,,1,N,0,,593,322,78,15223,0,35,28,36,0,0,N,3,0.333,8,0.667,8,2,2,18,7,16,21,3,7,5,10,5,5,5,12,16,23,7,2
16546,77,44,0,C,3,30,U,F,1,1,M,0,0,433,194,44,5088,0,18,51,17,1,1,S,4,0.364,8.88,0.455,9.2,8,5,15,24,58,195,26,7.5,7,10,3,9,6,13,15,75,7.5,13
16547,29,,0,U,1,1,U,F,,0,N,0,,3475,513,61,27633,0,13,16,49,1,0,A,4,0.385,8.4,0.167,7,5,1,18,10,25,42,5,8.4,5,10,5,10,6,13,18,27,8.4,1
16548,17,75,1,C,1,22,H,F,2,1,B,3,,767,341,48,22240,0,43,17,31,0,0,F,1,0.143,25,0,0,1,0,20,8,30,50,2,25,0,25,25,25,6,25,15,20,25,0
16549,113,77,0,U,3,9,H,M,1,1,B,7,2,958,220,8,9937,0,31,15,22,0,0,A,1,0.1,22.5,0.182,22.5,2,2,22,28,63,122,8,15.25,20,25,5,25,6,13,22,105,15.25,5
16550,101,,0,R,3,51,U,F,,0,N,0,2,335,166,62,8297,0,24,32,33,1,1,S,4,0.318,5,0.364,5,7,4,19,30,68,152,33,4.61,4,6,2,5,6,12,19,91,4.61,17
16551,65,71,0,U,2,5,H,M,7,1,B,2,6,1069,341,72,13988,0,17,22,47,1,1,S,3,0.2,17,0,0,4,0,15,15,37,90,6,15,10,20,10,20,6,13,15,46,15,1
16552,113,80,0,S,2,20,H,M,2,1,B,1,,840,244,46,12332,0,32,38,24,1,0,A,3,0.182,7.75,0.091,9,4,1,16,27,64,104,15,6.93,4,9,5,9,6,14,16,103,6.93,6
16553,29,43,0,S,2,17,H,M,3,0,P,0,,716,244,57,11637,0,29,31,12,1,0,N,4,0.308,8,0.5,7,4,3,15,10,23,32,4,8,6,11,5,11,6,13,15,27,8,3
16554,17,39,0,S,1,15,H,F,7,0,B,12,,2670,394,35,24896,1,16,39,18,0,0,F,1,0.25,35,0.4,37.5,3,2,15,14,41,105,3,35,25,50,25,30,9,24,15,29,35,2
16555,29,,0,C,1,24,H,F,7,0,P,0,,2067,489,75,19624,0,24,44,18,0,0,N,1,0,0,0,0,0,0,,8,38,450,1,450,0,450,450,450,6,25,23,23,450,0
16556,137,75,0,S,3,21,H,M,3,0,P,0,1,586,224,24,12892,0,36,49,31,1,0,A,1,0.053,20,0.111,20,1,1,16,32,67,97,11,8.82,15,20,5,20,6,13,16,108,8.82,8
16557,65,,0,S,1,13,H,F,6,0,P,0,9,5190,870,88,39481,0,33,3,63,1,0,A,4,0.35,6.86,0.5,7.6,7,5,21,23,55,122,16,7.63,8,13,5,7,6,12,21,64,7.63,9
16558,29,81,0,T,1,35,H,F,2,1,B,0,,930,517,88,20701,0,28,28,30,1,0,A,2,0.231,13,0.167,16,3,1,15,10,23,39,3,13,6,16,10,13,5,11,15,28,13,1
16559,137,39,0,R,2,49,H,F,2,1,B,0,1,459,315,94,10114,0,34,45,27,1,1,S,3,0.389,9.14,0.5,9.4,7,5,20,33,91,269,50,5.38,10,12,2,9,4,11,20,130,5.38,22
16560,17,39,0,R,2,43,H,M,7,0,P,0,,394,245,84,8296,0,24,29,28,0,0,F,1,0.2,15,0.5,15,1,1,16,5,13,15,1,15,0,15,15,15,4,11,16,16,15,1
16561,65,43,0,S,2,16,H,F,3,0,B,5,,806,357,81,14575,0,34,19,50,1,1,S,4,0.278,5.2,0.444,5.75,5,4,17,18,42,40,10,4,8,10,2,3,6,12,17,56,4,7
16562,77,73,0,C,2,27,H,M,1,1,B,4,6,430,215,78,10439,2,52,44,35,0,0,A,1,0.095,15,0.1,15,2,1,21,21,56,98,8,12.25,10,15,5,15,6,14,21,68,12.25,3
16563,137,66,0,C,2,27,H,M,4,1,B,32,7,772,364,82,15046,6,57,59,23,1,1,S,2,0.091,50,0.091,40,2,1,20,35,87,1261,33,38.21,45,70,25,25,6,15,18,129,38.21,15
16564,41,80,0,C,1,24,H,F,3,1,P,0,,1094,470,97,18956,1,41,37,35,0,0,A,3,0.263,13.8,0.3,13.67,5,3,18,14,33,74,6,12.33,10,15,5,13,6,14,18,36,12.33,3
16565,41,,0,S,2,16,U,M,,0,N,0,,708,332,92,11960,6,42,36,27,0,0,A,1,0.143,10,0.167,5,2,1,22,9,22,20,2,10,10,15,5,15,4,10,22,32,10,1
16566,41,73,0,C,1,24,H,F,5,0,P,0,,773,521,94,18085,1,55,24,43,1,1,S,4,0.409,6.11,0.364,6.5,9,4,18,17,40,70,12,5.83,2,7,5,7,6,12,18,44,5.83,4
16567,29,29,0,U,1,2,H,F,5,0,P,0,,3329,680,88,22767,0,27,54,23,0,0,A,1,0.211,14,0.222,13,4,2,26,12,27,56,4,14,6,16,10,15,5,10,26,33,14,2
16568,17,37,0,S,1,12,H,F,2,0,P,0,,731,375,88,15419,5,22,58,0,0,0,F,1,0.2,20,0.5,20,1,1,16,6,14,20,1,20,0,20,20,20,5,12,16,16,20,1
16569,77,46,0,S,1,14,H,F,4,1,B,5,,1747,692,99,23379,0,23,58,16,0,0,A,1,0.071,15,0,0,1,0,26,16,41,40,3,13.33,5,15,10,15,4,9,26,75,13.33,1
16570,17,47,0,U,2,6,U,F,2,0,P,0,,2037,413,61,17519,0,30,16,38,0,0,F,1,0.167,20,0.333,20,1,1,21,6,14,20,1,20,0,20,20,20,4,9,21,21,20,1
16571,53,86,0,S,1,13,U,U,,0,N,0,8,1722,324,52,15603,2,38,44,26,1,1,S,4,0.333,6.2,0.444,6.5,5,4,21,17,40,85,14,6.07,7,10,3,10,5,12,18,53,6.07,8
16572,53,55,0,S,1,13,H,F,6,1,B,0,7,2486,464,89,17974,1,29,32,33,1,0,A,1,0.15,12.33,0.222,13.5,3,2,21,19,47,77,6,12.83,20,25,5,16,6,13,21,53,12.83,4
16573,65,67,0,S,2,16,H,F,1,1,B,5,7,547,378,92,14642,0,32,8,57,1,1,S,3,0.429,8.67,0.5,8.6,6,5,17,21,45,124,15,8.27,6,10,4,10,6,11,17,57,8.27,8
16574,29,59,0,S,1,11,U,F,3,1,M,7,,1716,367,60,22850,0,33,27,54,0,0,N,1,0,0,0,0,0,0,,5,13,15,1,15,0,15,15,15,3,8,23,23,15,0
16575,65,,0,T,2,39,U,M,,1,N,0,8,519,260,81,10143,0,17,38,26,1,12,A,2,0.158,14.33,0.125,15,3,1,15,19,47,69,7,9.86,12,15,3,15,6,13,15,64,9.86,5
16576,137,27,0,U,3,9,H,F,2,1,P,0,7,0,0,0,0,3,36,21,34,1,3,A,1,0.211,9.25,0.4,9.25,4,4,25,30,70,108,16,6.75,7,10,3,10,5,11,25,123,6.75,12
16577,41,41,0,C,1,24,H,M,7,1,B,6,9,1565,713,91,39534,0,51,11,40,0,0,A,2,0.15,15.67,0.2,16,3,2,21,16,37,62,5,12.4,12,17,5,17,6,12,21,44,12.4,2
16578,77,80,0,R,3,51,U,M,2,1,B,0,1,419,253,82,10967,0,26,23,29,0,0,A,1,0.1,20,0,0,2,0,18,20,50,72,6,12,15,20,5,20,6,13,18,68,12,3
16579,137,83,1,?,?,,H,F,1,0,B,19,,872,384,92,14935,0,0,0,0,1,1,S,4,0.278,7.4,0.25,7.5,5,2,18,32,76,110,18,6.11,7,10,3,10,6,15,18,128,6.11,7
16580,65,,0,U,1,1,H,M,4,1,P,0,3,2786,301,30,16808,0,27,28,33,0,0,A,1,0.091,18,0,0,2,0,19,20,46,95,6,15.83,8,18,10,18,6,13,19,56,15.83,2
16581,29,50,0,C,3,30,H,F,4,0,B,0,,544,264,76,16194,0,56,29,40,0,0,A,2,0.154,6.5,0.333,6.5,2,2,21,10,23,33,3,11,17,20,3,10,6,12,21,28,11,2
16582,41,69,0,S,2,19,H,M,2,1,B,9,4,1828,355,55,11894,0,30,29,29,1,0,A,1,0.143,18.33,0.2,17.5,3,2,24,16,37,60,4,15,15,20,5,15,6,11,24,44,15,2
16583,113,72,0,S,1,13,H,M,6,0,B,17,9,3252,579,72,29414,0,52,23,58,0,0,A,1,0.077,20,0,0,1,0,17,22,55,81,7,11.57,15,20,5,20,6,13,17,113,11.57,2
16584,137,,0,U,3,9,U,F,,0,N,0,0,2280,353,46,16726,0,20,14,37,1,5,A,1,0.333,9.33,0.429,9.33,3,3,23,30,59,119,19,6.26,7,10,3,10,4,7,23,123,6.26,17
16585,53,37,0,T,2,37,H,F,6,1,P,0,,429,193,64,9756,0,34,36,39,0,0,A,4,0.176,5.67,0.143,7,3,1,20,15,40,39,7,5.57,2,7,5,5,6,11,20,53,5.57,3
16586,29,83,0,R,2,49,U,F,3,0,P,0,,533,267,77,11127,0,35,37,36,1,0,N,4,0.545,5.33,0.6,5.67,6,3,15,8,21,34,7,4.86,5,7,2,3,5,11,15,23,4.86,3
16587,17,,0,T,1,35,U,M,5,0,P,0,,714,333,64,15389,0,36,48,11,0,0,F,1,0.143,15,0.333,15,1,1,21,5,13,15,1,15,0,15,15,15,3,8,21,21,15,1
16588,29,,0,S,3,21,U,M,,0,N,0,,363,277,38,9283,13,15,0,99,0,0,F,1,0.2,25,0,0,1,0,19,5,12,25,1,25,0,25,25,25,4,10,19,19,25,0
16589,53,51,0,T,2,39,U,M,6,1,B,0,5,533,246,64,10096,0,27,32,31,1,1,S,3,0.227,14,0.364,13.75,5,4,19,20,49,107,8,13.38,5,15,10,15,6,14,19,53,13.38,7
16590,113,79,0,S,1,15,U,M,2,1,B,2,6,1375,311,46,23557,0,29,8,68,1,0,A,1,0.05,15,0.111,15,1,1,24,26,66,102,10,10.2,11,16,5,15,6,12,24,104,10.2,7
16591,77,71,0,U,2,7,U,M,,0,N,0,,866,238,55,12041,0,33,15,20,0,0,A,2,0.182,17,0.2,18,2,1,17,14,37,56,4,14,8,18,10,18,5,11,17,67,14,2
16592,101,59,1,U,3,9,H,M,4,1,B,5,7,569,93,33,10575,0,32,36,27,1,6,A,1,0.188,6.67,0.375,6.67,3,3,21,23,78,71,17,4.18,8,10,2,10,5,17,21,93,4.18,9
16593,89,37,0,S,1,11,H,F,4,1,B,1,7,1339,409,48,18082,1,26,27,21,1,0,A,3,0.19,13.75,0.2,12.5,4,2,15,26,66,177,12,14.75,15,20,5,15,6,13,15,80,14.75,6
16594,53,,0,C,2,27,H,F,4,1,B,3,3,1844,338,38,13333,0,34,18,12,0,0,A,1,0.056,15,0.125,15,1,1,16,15,34,47,5,9.4,10,15,5,15,5,11,16,53,9.4,4
16595,53,48,1,S,1,14,H,M,6,0,B,2,8,1076,593,97,18113,1,22,46,6,1,0,A,1,0.105,18,0.2,18,2,2,22,18,43,74,6,12.33,21,21,0,0,6,12,8,52,12.33,5
16596,89,36,0,S,2,17,H,M,2,1,B,1,7,581,315,62,16473,0,31,11,45,0,0,A,1,0.143,15,0.143,15,2,1,25,19,47,76,7,10.86,10,15,5,15,3,5,25,84,10.86,4
16597,29,,0,C,2,26,U,U,,0,N,0,,1650,219,44,12994,0,20,44,33,0,0,A,1,0.143,12.5,0,0,2,0,26,9,22,25,2,12.5,5,15,10,15,4,9,26,30,12.5,0
16598,77,57,0,S,1,14,H,M,5,0,P,0,8,2683,552,78,17445,0,25,42,9,0,0,A,1,0.095,22.5,0,0,2,0,26,21,54,140,7,20,15,25,10,25,5,11,26,76,20,4
16599,101,47,0,T,2,39,H,F,5,0,P,0,3,963,316,78,11023,0,23,81,6,1,1,S,4,0.4,15,0.455,15.6,8,5,17,24,58,186,16,11.63,13,18,5,15,6,14,17,91,11.63,9
16600,29,,0,S,3,21,U,F,2,0,P,0,,1791,286,43,9297,0,13,24,38,0,0,N,4,0.364,8.75,0.4,10,4,2,18,9,23,41,5,8.2,5,10,5,6,6,14,17,24,8.2,2
