CONTROL_NUMBER_N,TARGET_B,MONTHS_SINCE_ORIGIN,DONOR_AGE,IN_HOUSE,URBANICITY,SES,CLUSTER_CODE,HOME_OWNER,DONOR_GENDER,INCOME_GROUP,PUBLISHED_PHONE,OVERLAY_SOURCE,MOR_HIT_RATE,WEALTH_RATING,MEDIAN_HOME_VALUE,MEDIAN_HOUSEHOLD_INCOME,PCT_OWNER_OCCUPIED,PER_CAPTITA_INCOME,PCT_MALE_MILITARY,PCT_MALE_VETERANS,PCT_VIETNAM_VETERANS,PCT_WWII_VETERANS,PEP_STAR,RECENT_STAR_STATUS,RECENCY_STATUS_96NK,FREQUENCY_STATUS_97NK,RECENT_RESPONSE_PROP,RECENT_AVG_GIFT_AMT,RECENT_CARD_RESPONSE_PROP,RECENT_AVG_CARD_GIFT_AMT,RECENT_RESPONSE_COUNT,RECENT_CARD_RESPONSE_COUNT,MONTHS_SINCE_LAST_PROM_RESP,LIFETIME_CARD_PROM,LIFETIME_PROM,LIFETIME_GIFT_AMOUNT,LIFETIME_GIFT_COUNT,LIFETIME_AVG_GIFT_AMT,LIFETIME_GIFT_RANGE,LIFETIME_MAX_GIFT_AMT,LIFETIME_MIN_GIFT_AMT,LAST_GIFT_AMT,CARD_PROM_12,NUMBER_PROM_12,MONTHS_SINCE_LAST_GIFT,MONTHS_SINCE_FIRST_GIFT,FILE_AVG_GIFT,FILE_CARD_GIFT
7659,0,137,68,0,S,1,13,H,M,4,0,M,0,6,2418,434,81,18126,0,28,25,39,1,0,A,1,0.053,16,0.125,16,1,1,24,24,56,78,6,13,6,16,10,16,4,9,24,111,13,5
7660,0,89,70,0,S,3,21,H,M,4,1,P,0,5,493,284,67,9998,4,46,62,30,1,11,A,1,0.056,11,0,0,1,0,18,23,60,114,16,7.13,8,11,3,11,5,12,18,89,7.13,8
7661,1,89,60,0,C,2,26,H,M,7,1,B,4,8,710,254,50,15970,0,34,15,42,1,0,A,3,0.364,10,0.6,10,4,3,17,16,46,51,7,7.29,7,10,3,10,6,13,17,88,7.29,4
7662,1,137,83,0,S,3,21,U,F,6,1,B,1,3,563,251,65,11725,0,24,27,30,1,1,S,4,0.364,3.63,0.455,3.6,8,5,21,31,75,109,31,3.52,9,10,1,3,5,10,21,128,3.52,18
7663,0,125,49,0,T,2,40,U,U,,1,N,0,7,780,367,85,15229,0,34,24,27,0,0,A,1,0.071,15,0.2,15,1,1,17,24,56,55,6,9.17,10,15,5,15,4,11,17,113,9.17,6
7664,0,101,,0,T,1,35,U,M,6,1,B,1,9,822,388,87,15335,0,25,25,35,1,1,E,1,0.167,10.33,0,0,3,0,15,23,63,110,15,7.33,10,11,1,10,3,10,15,91,7.33,6
7665,1,77,68,0,S,1,15,H,F,3,1,M,1,9,668,303,37,18900,0,24,46,22,0,0,A,1,0.125,20,0.286,20,2,2,24,18,44,75,5,15,15,20,5,20,4,9,24,86,15,4
7666,0,89,56,0,S,2,16,H,F,4,1,P,0,7,515,337,62,13895,0,44,23,39,1,0,A,1,0.091,27.5,0.091,25,2,1,19,26,65,118,10,11.8,25,30,5,30,6,13,19,85,11.8,6
7667,0,113,71,0,T,1,34,H,F,2,1,B,26,6,490,300,85,17243,0,46,26,33,0,0,A,1,0.059,15,0,0,1,0,25,23,54,89,7,12.71,7,17,10,15,4,9,25,101,12.71,3
7668,0,101,67,1,R,2,45,H,M,6,0,P,0,3,384,216,73,10650,1,25,31,35,0,0,F,2,0.143,20,0.1,10,3,1,17,30,89,122,9,13.56,21,26,5,10,9,37,16,92,13.56,5
7669,0,77,69,0,R,2,49,H,M,1,0,B,5,3,648,273,77,14245,0,24,27,28,1,1,S,4,0.409,6.22,0.364,5.5,9,4,18,23,59,148,27,5.48,9,12,3,6,6,13,18,68,5.48,11
7670,0,41,45,0,S,2,18,H,F,5,1,B,1,,675,337,86,8586,0,23,46,22,0,0,A,1,0.056,20,0,0,1,0,26,11,28,25,2,12.5,15,20,5,20,4,9,26,42,12.5,1
7671,0,113,54,0,U,3,9,U,F,,0,N,0,1,699,249,21,14090,0,21,52,24,0,0,A,1,0.1,19,0.111,20,2,1,20,20,52,59,6,9.83,17,20,3,20,6,13,20,113,9.83,4
7672,0,29,59,0,R,3,51,H,F,3,0,P,0,,382,183,80,8121,0,23,15,37,0,0,A,1,0.167,10,0.2,15,2,1,20,8,22,20,2,10,10,15,5,15,4,10,20,28,10,1
7673,0,53,76,0,S,1,13,H,U,6,0,P,0,9,5725,1186,97,58597,0,33,6,48,1,0,A,3,0.211,21.25,0.444,21.25,4,4,20,16,42,101,6,16.83,20,25,5,25,6,13,20,53,16.83,5
7674,0,41,,0,T,2,40,H,U,6,1,B,4,,988,477,95,13337,0,38,0,60,0,0,A,3,0.238,18.2,0.4,16.5,5,4,16,15,39,121,7,17.29,20,25,5,21,6,15,16,38,17.29,4
7675,0,17,,0,C,1,24,U,F,6,1,B,0,,775,498,91,18790,0,39,40,46,0,0,F,1,0.2,25,0.5,25,1,1,17,6,14,25,1,25,0,25,25,25,5,11,17,17,25,1
7676,0,41,53,0,S,1,12,H,F,4,0,B,2,,4085,658,87,26608,0,26,20,24,1,0,A,4,0.267,9,0.125,10,4,1,15,13,28,51,7,7.29,5,10,5,10,5,8,15,45,7.29,3
7677,0,29,72,0,S,2,17,H,F,5,1,B,7,,546,275,56,12799,0,29,48,32,0,0,N,1,0.143,20,0.333,20,1,1,23,5,13,20,1,20,0,20,20,20,3,8,23,23,20,1
7678,0,77,74,0,C,2,28,H,M,2,1,B,5,2,925,256,73,12921,1,51,17,44,0,0,A,1,0.045,30,0.091,30,1,1,25,23,57,137,8,17.13,25,30,5,30,6,11,25,77,17.13,4
7679,0,41,48,0,C,2,25,U,F,,1,N,0,,599,149,11,9798,2,16,0,55,1,0,A,2,0.19,16.5,0.2,18,4,2,19,15,40,82,6,13.67,18,25,7,25,6,14,19,40,13.67,3
7680,0,137,45,0,T,3,41,U,F,2,0,M,0,,689,295,70,14106,2,33,25,41,1,1,S,2,0.143,25.67,0.1,25,3,1,18,32,79,197,19,10.37,24,27,3,27,6,14,18,130,10.37,13
7681,0,65,,0,S,2,18,U,M,,1,N,0,,837,408,90,15203,1,60,36,38,1,5,E,1,0.25,18.5,0,0,2,0,18,12,26,111,10,11.1,17,22,5,15,2,7,18,65,11.1,4
7682,0,17,,0,R,2,44,U,F,,0,N,0,,1770,378,69,10398,0,16,40,37,0,0,F,1,0.25,15,0,0,1,0,15,5,11,15,1,15,0,15,15,15,4,9,15,15,15,0
7683,0,101,,0,R,2,46,U,U,,0,N,0,0,425,211,76,11795,0,38,35,31,1,3,A,1,0.2,9.5,0.4,9.5,4,4,28,27,71,188,27,6.96,8,10,2,10,4,10,26,92,6.96,18
7684,1,53,51,0,T,1,35,H,F,7,0,P,0,,2076,418,95,16340,0,47,36,31,0,0,A,3,0.2,6.25,0.222,7.5,4,2,19,20,43,40,6,6.67,5,10,5,5,6,12,19,52,6.67,4
7685,1,41,49,0,U,3,8,H,F,4,0,B,2,,527,276,87,10096,0,45,20,38,1,0,A,2,0.333,12.14,0.364,12.5,7,4,23,17,40,130,10,13,10,20,10,10,6,12,23,41,13,5
7686,0,29,21,0,C,1,24,H,F,4,1,B,5,,1319,473,96,19407,0,40,42,25,0,0,N,4,0.2,12,0.4,12,2,2,21,9,24,40,4,10,8,14,6,10,6,15,18,24,10,2
7687,0,113,46,0,T,2,40,H,M,7,1,B,10,9,731,302,69,11349,0,29,30,35,1,4,A,1,0.105,17,0.2,17,2,2,21,28,60,96,8,12,13,18,5,18,6,13,21,105,12,7
7688,0,125,87,1,?,?,,H,M,5,0,B,5,9,931,407,95,17743,0,0,0,0,1,1,S,3,0.167,4.67,0,0,3,0,17,28,77,102,19,5.37,9,10,1,5,6,23,5,123,5.37,9
7689,0,89,70,0,U,2,4,H,M,4,0,M,7,3,2231,263,24,14327,3,24,33,33,0,0,A,1,0.071,15,0.2,15,1,1,19,17,45,52,5,10.4,10,15,5,15,4,10,19,78,10.4,4
7690,0,77,79,1,?,?,,U,M,,0,N,0,2,2609,486,65,16626,0,0,0,0,1,1,S,2,0.211,14,0.364,14,4,4,21,24,112,429,31,13.84,15,20,5,15,6,33,21,76,13.84,13
7691,1,41,,0,U,1,1,U,F,,0,N,0,,5708,504,38,36020,0,19,53,28,0,0,E,2,0.5,17.5,0.667,17.5,2,2,17,6,9,65,4,16.25,5,20,15,20,2,2,17,41,16.25,4
7692,0,41,45,0,C,3,30,U,F,3,0,P,0,,482,263,39,11003,0,20,32,23,0,0,A,3,0.286,8.17,0.1,5,6,1,19,15,35,54,7,7.71,6,11,5,11,6,12,19,40,7.71,2
7693,0,29,49,0,C,1,24,U,F,,0,N,0,,900,498,94,27768,0,20,32,50,1,0,A,2,0.231,35,0.333,27.5,3,2,18,10,24,105,3,35,45,50,5,50,6,13,18,29,35,2
7694,0,137,49,0,R,3,51,U,F,5,0,M,4,1,361,250,82,10205,0,33,28,28,1,1,S,2,0.143,15,0.2,15,3,2,19,33,76,224,17,13.18,15,20,5,15,6,13,19,122,13.18,10
7695,0,113,76,1,R,2,44,U,F,4,1,M,0,,684,374,69,12145,1,29,55,21,1,0,A,3,0.238,5.6,0.273,5.67,5,3,21,33,88,131,22,5.95,9,12,3,5,9,31,6,104,5.95,8
7696,0,137,,1,T,2,36,U,F,,0,N,0,4,372,206,72,10899,1,33,28,41,1,3,A,1,0.263,10.4,0.3,10,5,3,18,37,112,158,23,6.87,17,19,2,19,9,32,6,126,6.87,13
7697,0,89,50,0,S,1,14,H,M,6,1,B,2,,1508,791,97,34721,0,30,37,29,1,0,A,3,0.167,10,0.429,10,3,3,15,20,55,71,7,10.14,10,15,5,10,6,13,15,81,10.14,6
7698,1,137,67,0,R,2,45,U,F,3,0,M,6,5,235,211,75,9870,0,29,30,36,1,5,A,1,0.143,10,0.1,5,3,1,18,38,93,262,24,10.92,20,25,5,10,10,26,6,122,10.92,13
7699,0,101,58,0,U,3,8,U,F,,0,N,0,7,660,376,89,13657,0,19,27,30,1,3,A,1,0.143,9,0.2,10,3,2,25,26,71,198,26,7.62,13,15,2,13,5,12,25,93,7.62,14
7700,0,41,73,0,C,2,27,H,M,5,0,B,1,,849,434,80,15022,7,37,49,40,1,1,S,2,0.368,10.71,0.364,9.75,7,4,18,16,34,94,10,9.4,12,15,3,15,6,13,18,41,9.4,5
7701,0,65,47,0,R,2,47,U,M,2,1,B,0,1,489,215,71,10039,0,26,33,29,0,0,A,4,0.25,11.8,0.222,13,5,2,18,16,44,80,8,10,11,16,5,12,6,15,18,56,10,3
7702,1,137,45,0,R,1,42,H,F,5,0,B,14,7,680,353,81,14347,1,32,49,35,1,1,S,1,0.136,13,0.182,12,3,2,24,34,76,154,17,9.06,10,15,5,15,6,12,24,122,9.06,11
7703,0,125,49,0,S,1,13,H,F,5,1,B,51,9,5856,976,85,33638,0,28,38,37,1,0,A,1,0.091,92.5,0.091,100,2,1,18,37,94,595,10,59.5,75,100,25,100,6,17,18,123,59.5,6
7704,1,125,49,0,C,3,31,H,F,5,1,B,6,1,735,192,38,10690,8,42,29,20,1,4,A,1,0.095,17.5,0.2,17.5,2,2,23,32,71,186,14,13.29,24,25,1,10,5,12,23,120,13.29,9
7705,1,41,58,0,U,4,10,U,M,,0,N,0,,1443,280,69,6221,0,9,11,52,0,0,A,2,0.143,12,0.1,10,3,1,20,15,35,52,5,10.4,11,16,5,16,6,12,20,40,10.4,2
7706,0,101,77,1,U,2,5,H,F,6,0,B,2,6,2424,426,82,19561,0,21,37,54,1,12,A,1,0.063,14,0,0,1,0,18,25,87,172,19,9.05,10,15,5,14,5,13,18,101,9.05,8
7707,1,113,63,0,S,2,18,H,M,4,1,B,1,7,835,413,83,14004,0,45,36,26,0,0,A,4,0.4,19,0.5,19.2,8,5,15,29,69,295,15,19.67,16,26,10,15,6,14,15,105,19.67,12
7708,1,137,83,1,S,1,14,H,F,7,1,B,5,9,1258,599,92,21114,0,26,39,15,1,4,A,1,0.15,10,0.3,10,3,3,26,35,101,224,27,8.3,22,25,3,10,6,29,6,123,8.3,13
7709,0,77,,0,S,2,17,U,F,,1,N,0,,1381,239,42,12416,0,38,48,17,1,0,A,2,0.118,16,0.143,15,2,1,15,17,52,63,5,12.6,12,17,5,17,4,13,15,76,12.6,4
7710,0,29,45,0,R,2,49,H,F,2,0,P,0,,561,373,92,11208,0,33,50,9,1,1,S,3,0.316,10.5,0.333,11,6,3,18,13,31,75,8,9.38,6,12,6,10,6,12,18,33,9.38,3
7711,1,137,,0,T,2,39,H,M,5,1,B,27,4,518,303,65,11266,0,26,16,48,1,1,S,4,0.421,11.5,0.545,11.5,8,6,20,32,78,385,29,13.28,17,20,3,11,5,11,20,98,13.28,13
7712,0,113,74,0,U,3,8,H,U,3,0,M,0,3,878,296,58,12389,0,28,28,52,1,0,A,1,0.136,8.67,0,0,3,0,24,30,68,129,19,6.79,7,10,3,10,6,12,24,113,6.79,5
7713,1,53,48,0,C,2,28,H,F,6,1,P,0,7,643,257,71,11257,0,49,16,70,0,0,A,1,0.053,25,0,0,1,0,18,18,41,70,3,23.33,5,25,20,25,6,13,18,52,23.33,0
7714,0,29,75,0,U,2,5,H,F,4,1,B,0,,449,240,83,9804,0,28,23,48,0,0,A,1,0.167,15,0.333,15,2,2,21,9,23,30,2,15,10,20,10,20,4,10,21,29,15,2
7715,1,137,78,1,?,?,,U,F,2,0,P,0,4,471,230,67,10209,0,0,0,0,1,3,A,1,0.214,11.33,0.333,11.33,3,3,24,31,97,216,24,9,13,16,3,11,3,19,17,129,9,15
7716,0,89,69,1,S,2,20,U,F,,0,N,0,3,1685,265,66,18752,0,43,30,43,1,1,S,4,0.263,3.8,0.333,4.33,5,3,16,26,73,75.5,24,3.15,8.5,10,1.5,10,8,18,6,84,3.15,12
7717,1,113,37,0,U,1,3,U,F,,0,N,0,5,4313,748,88,27850,0,49,7,59,0,0,A,1,0.071,30,0,0,1,0,19,22,52,83,7,11.86,25,30,5,30,6,14,19,113,11.86,4
7718,0,113,87,0,C,1,23,H,F,5,0,B,0,,1604,462,97,26786,0,41,6,54,1,1,S,3,0.211,11,0.222,10,4,2,18,27,71,125,21,5.95,13,15,2,15,6,15,18,105,5.95,11
7719,0,137,73,0,C,1,24,H,M,7,1,B,2,9,1042,548,97,31937,0,38,43,27,0,0,A,1,0.091,16,0.091,16,2,1,26,32,70,151,11,13.73,8,18,10,16,5,10,26,116,13.73,5
7720,1,29,,0,C,2,25,U,F,,0,N,0,,698,287,58,17175,0,35,34,11,0,0,A,3,0.286,7.25,0.167,10,4,1,19,10,26,32,5,6.4,7,10,3,10,6,13,19,32,6.4,1
7721,1,29,71,0,S,2,17,H,F,6,1,B,16,,632,338,56,16437,1,46,28,39,0,0,N,1,0.091,25,0.2,25,1,1,23,8,19,25,1,25,0,25,25,25,4,10,23,23,25,1
7722,0,29,,0,C,2,27,U,F,,1,N,0,,723,273,47,11308,0,24,45,29,0,0,A,1,0.143,14,0.143,13,2,1,19,10,24,34,3,11.33,9,15,6,15,5,12,19,29,11.33,1
7723,1,101,75,0,C,2,27,H,F,3,0,B,3,2,1215,296,49,12319,1,33,46,26,0,0,A,1,0.15,40.67,0.091,36,3,1,18,31,86,361,16,22.56,40,50,10,36,9,22,18,105,22.56,4
7724,0,53,71,0,S,1,15,U,M,,0,N,0,7,1503,374,44,21229,0,24,31,28,0,0,A,1,0.071,16,0,0,1,0,18,12,32,38,3,12.67,6,16,10,16,3,9,18,52,12.67,1
7725,0,17,45,0,R,2,44,H,F,5,0,P,0,,773,406,70,15014,0,22,35,16,0,0,F,1,0.2,25,0.5,25,1,1,17,6,14,25,1,25,0,25,25,25,5,11,17,17,25,1
7726,1,65,81,0,R,3,53,U,F,1,1,B,4,1,150,162,78,8299,0,28,25,46,0,0,A,3,0.267,7.5,0.167,8,4,1,16,15,42,38,6,6.33,7,10,3,8,6,14,16,57,6.33,3
7727,0,137,83,0,R,2,45,U,F,3,0,P,0,5,575,306,82,12777,0,39,25,42,1,0,A,1,0.125,10,0.286,10,2,2,18,28,72,140,14,10,7,12,5,10,4,13,18,129,10,12
7728,1,101,,1,R,2,45,U,F,,0,N,0,1,409,216,76,10381,0,35,28,38,1,1,S,3,0.444,5.63,0.556,5.4,8,5,12,31,88,190.5,34,5.6,5,8,3,7,10,29,5,158,5.6,13
7729,0,137,52,0,U,4,10,H,F,5,0,P,0,1,258,242,67,9484,0,29,52,0,1,1,S,2,0.238,16.8,0.091,17,5,1,17,33,82,431,35,12.31,15,20,5,15,6,13,17,129,12.31,16
7730,0,77,58,0,T,1,35,H,F,4,1,B,14,7,963,379,83,16719,0,39,40,17,1,6,A,1,0.15,12.33,0.3,12.33,3,3,23,23,57,150,16,9.38,22,25,3,12,5,11,23,69,9.38,10
7731,1,17,54,0,C,1,23,H,F,6,1,B,0,,825,401,43,28003,0,41,17,57,0,0,F,1,0.25,25,0.5,25,1,1,15,6,13,25,1,25,0,25,25,25,5,11,15,15,25,1
7732,0,137,22,0,S,3,21,H,F,2,1,B,16,8,574,341,80,15146,0,34,40,24,1,9,E,1,0.118,14,0,0,2,0,15,29,77,200,26,7.69,10,15,5,15,3,10,15,130,7.69,14
7733,1,137,83,0,T,1,34,U,M,,0,N,0,8,673,354,78,14995,0,35,27,23,1,1,S,4,0.385,6.8,0.571,6.75,5,4,17,26,61,132,23,5.74,6,10,4,10,4,9,17,129,5.74,16
7734,1,77,63,0,T,2,39,H,U,2,1,B,1,2,759,263,71,8915,2,38,34,38,1,1,S,2,0.143,15.67,0.2,16,3,2,20,24,60,147,10,14.7,20,25,5,17,6,13,20,74,14.7,5
7735,0,29,,0,S,1,14,U,M,,0,N,0,,1050,606,92,22151,0,27,33,37,0,0,A,1,0.118,15,0.286,15,2,2,23,10,26,30,2,15,2,16,14,16,4,10,23,33,15,2
7736,0,137,56,0,R,2,49,H,M,2,1,B,2,3,488,221,65,11039,0,30,20,45,1,0,A,1,0.111,15,0.25,15,2,2,17,30,68,77.25,8,9.66,13,18,5,18,6,14,17,126,9.66,6
7737,1,65,83,1,R,3,52,H,M,4,0,P,0,2,666,213,64,8943,0,20,41,12,1,0,A,4,0.35,10.14,0.273,10.33,7,3,15,22,69,147,18,8.17,7,12,5,10,6,24,15,64,8.17,8
7738,1,137,39,0,T,2,40,U,M,4,0,M,8,5,720,420,84,15469,0,30,34,26,1,1,S,3,0.294,11,0.444,11.25,5,4,15,30,71,103,13,7.92,12,15,3,10,6,13,15,123,7.92,9
7739,0,65,,0,R,2,43,U,U,2,0,P,0,2,573,218,69,10021,7,24,31,23,0,0,A,1,0.105,16,0.125,20,2,1,20,17,45,54,5,10.8,15,20,5,20,6,13,20,63,10.8,4
7740,0,53,,0,U,2,7,U,F,,0,N,0,5,559,260,62,13625,0,28,27,56,1,1,S,2,0.25,9.6,0.455,9.6,5,5,21,19,48,114,15,7.6,8,13,5,10,6,13,21,53,7.6,9
7741,1,137,68,0,C,1,23,U,M,7,1,B,11,9,1110,530,57,37375,0,53,6,68,1,1,S,4,0.333,6.43,0.3,6.67,7,3,15,32,76,159,26,6.12,5,10,5,5,6,14,15,122,6.12,10
7742,0,137,37,0,C,2,26,H,M,5,1,B,18,7,747,366,72,18957,0,35,9,38,1,3,A,1,0.105,12.5,0.111,15,2,1,20,30,75,143,18,7.94,12,15,3,10,4,11,20,123,7.94,12
7743,1,29,43,0,T,2,36,U,M,3,0,P,0,,406,261,65,13225,0,53,24,54,0,0,N,2,0.143,13,0,0,2,0,18,10,21,26,2,13,6,16,10,16,5,11,18,27,13,0
7744,1,41,,0,R,2,49,U,F,1,0,P,0,,825,281,85,11946,0,27,27,31,0,0,A,2,0.059,20,0.143,20,1,1,21,12,32,45,3,15,10,20,10,15,6,12,18,40,15,2
7745,0,125,37,0,C,1,24,U,M,,0,N,0,,2609,632,91,18269,5,25,65,11,0,0,A,1,0.083,15,0,0,1,0,26,22,55,59,6,9.83,10,15,5,15,3,8,26,123,9.83,3
7746,0,65,,0,U,1,2,U,M,5,1,B,1,7,3176,434,67,17270,0,18,9,56,1,1,S,3,0.19,6.75,0,0,4,0,19,20,49,75,11,6.82,5,10,5,10,6,13,18,56,6.82,3
7747,0,29,39,0,R,2,45,H,F,1,0,P,0,,384,230,78,10938,1,30,31,36,0,0,A,1,0.143,12.5,0,0,2,0,26,9,24,35,3,11.67,5,15,10,15,4,9,26,31,11.67,0
7748,1,53,,0,R,3,51,U,M,,0,N,0,1,493,244,82,12517,0,27,22,38,0,0,A,2,0.111,12.5,0.125,5,2,1,17,17,42,50,4,12.5,15,20,5,5,4,10,17,53,12.5,2
7749,0,29,17,0,T,1,35,H,F,6,1,B,5,,1844,676,87,25507,1,28,42,17,0,0,N,3,0.273,23.33,0.2,20,3,1,18,9,24,70,3,23.33,10,30,20,20,6,14,18,24,23.33,1
7750,1,41,,0,C,1,24,U,F,5,1,M,23,,1906,512,95,41437,0,45,47,53,1,1,S,4,0.368,8.29,0.25,5,7,2,16,13,34,65,8,8.13,8,13,5,10,5,12,16,39,8.13,2
7751,0,65,,0,S,2,18,U,M,,0,N,0,,385,183,79,9647,1,26,49,20,0,0,E,1,0.067,15,0,0,1,0,15,13,41,46,4,11.5,10,15,5,15,2,8,15,65,11.5,2
7752,0,137,67,0,T,2,39,H,M,5,1,B,2,3,795,314,84,10602,0,21,35,37,1,5,A,1,0.136,20,0.182,20,3,2,23,34,81,260,23,11.3,15,20,5,20,6,13,23,127,11.3,14
7753,0,41,27,0,U,1,2,U,U,,0,N,0,7,3743,453,76,32160,0,36,20,59,1,1,S,3,0.375,10,0.444,10,6,4,15,15,35,65,7,9.29,5,10,5,10,6,12,15,45,9.29,5
7754,0,53,57,0,S,2,18,H,M,6,0,B,0,4,916,505,98,18417,0,37,99,0,0,0,A,1,0.111,18,0.222,18,2,2,22,17,42,61,4,15.25,11,21,10,21,6,12,22,53,15.25,3
7755,0,89,39,0,C,2,25,U,F,,1,N,0,8,1684,756,91,25800,3,36,55,16,1,0,A,1,0.1,15,0.1,10,2,1,31,24,60,99,9,11,15,20,5,15,6,15,16,79,11,4
7756,0,137,,1,R,2,49,U,U,,0,N,0,1,271,268,83,10918,0,26,47,25,1,1,S,2,0.19,6.75,0.1,6,4,1,16,30,66,77,14,5.5,8,10,2,10,5,12,16,119,5.5,10
7757,0,53,53,0,R,2,49,H,F,2,0,P,0,5,554,340,87,12406,0,25,55,10,1,1,S,4,0.476,9.3,0.545,9.67,10,6,19,19,48,152,21,7.24,9,11,2,10,6,13,19,52,7.24,9
7758,0,77,77,0,C,2,27,U,F,6,0,P,0,9,799,453,88,17465,1,25,41,15,0,0,A,1,0.048,25,0,0,1,0,19,22,54,110,6,18.33,15,25,10,25,6,13,19,75,18.33,1
7759,0,77,67,0,R,2,44,H,M,1,0,P,0,3,832,364,83,14939,0,42,58,23,1,1,S,2,0.238,13.2,0.182,16.5,5,2,18,24,59,121,11,11,17,20,3,13,6,12,18,76,11,5
7760,0,101,44,0,S,1,14,H,F,4,1,P,0,8,1080,546,81,18246,0,25,54,0,1,3,A,1,0.1,13,0.222,13,2,2,18,25,66,119,13,9.15,8,13,5,13,5,12,18,92,9.15,9
7761,0,137,65,0,T,2,39,U,F,5,1,B,7,2,689,324,93,15040,0,24,0,13,1,7,A,1,0.158,13,0.333,13,3,3,15,32,81,199,24,8.29,13,15,2,14,5,12,15,127,8.29,16
7762,0,77,,0,T,2,37,U,F,,0,N,0,,523,249,79,14704,0,61,9,78,1,1,E,1,0.25,25,0.25,25,2,1,18,13,29,132,8,16.5,15,25,10,25,1,6,18,75,16.5,7
7763,0,41,67,0,C,2,27,H,M,3,0,P,0,,948,344,73,11082,3,37,35,19,0,0,A,1,0.063,15,0,0,1,0,25,11,25,18,2,9,12,15,3,15,4,9,25,40,9,1
7764,0,29,,0,T,2,36,H,M,4,0,P,0,,463,289,86,11310,1,40,30,40,0,0,N,2,0.182,12.5,0.2,10,2,1,18,9,21,25,2,12.5,5,15,10,15,6,12,18,24,12.5,1
7765,0,137,55,0,C,2,25,U,F,4,0,P,0,5,584,291,57,12720,0,23,35,29,0,0,A,1,0.118,16,0.143,18,2,1,23,26,63,104,9,11.56,8,18,10,18,5,11,23,121,11.56,4
7766,0,65,63,0,S,2,18,H,F,3,0,P,0,8,1116,443,79,16151,0,31,29,22,1,1,S,4,0.286,13,0.5,13.6,6,5,15,21,52,157,17,9.24,15,20,5,20,6,14,15,56,9.24,12
7767,0,77,,0,S,2,20,U,F,,0,N,0,5,821,300,58,14651,0,41,33,36,0,0,A,2,0.158,12.33,0,0,3,0,18,20,51,89,9,9.89,10,15,5,15,6,12,18,66,9.89,2
7768,0,77,45,0,U,1,2,H,F,3,1,M,2,9,944,321,71,18672,0,20,9,62,1,0,A,4,0.278,6,0.333,6.67,5,3,18,20,51,64,12,5.33,7,10,3,5,6,13,18,68,5.33,6
7769,0,137,,0,C,3,30,H,F,1,1,B,2,,260,167,50,8224,0,29,26,43,1,1,S,3,0.211,5,0.125,5,4,1,16,28,62,71,20,3.55,3,5,2,5,5,11,16,126,3.55,9
7770,1,137,79,0,C,1,23,H,F,2,1,M,12,6,2380,420,97,32129,0,56,9,68,1,3,A,1,0.188,15.33,0.2,15.5,3,2,16,30,72,195,23,8.48,14,17,3,17,4,8,16,128,8.48,11
7771,0,17,44,0,R,3,51,U,M,6,0,B,1,,366,285,61,9464,0,22,27,35,0,0,F,1,0.2,20,0.5,20,1,1,17,6,14,20,1,20,0,20,20,20,5,11,17,17,20,1
7772,0,41,58,0,U,4,10,H,F,4,0,B,2,,1250,345,69,7750,0,7,0,65,0,0,A,1,0.067,32,0,0,1,0,18,12,27,62,2,31,2,32,30,32,6,13,18,35,31,1
7773,0,29,59,0,T,2,39,U,F,,1,N,0,,626,192,79,12154,0,37,32,40,0,0,N,2,0.182,13,0.2,10,2,1,18,9,20,26,2,13,6,16,10,16,6,12,18,24,13,1
7774,0,65,,1,R,2,43,U,M,,0,N,0,0,727,223,73,10019,0,31,41,34,1,0,A,2,0.238,14,0.455,14,5,5,20,20,76,161,15,10.73,15,20,5,16,8,21,20,56,10.73,7
7775,0,65,63,1,S,3,21,H,M,5,0,B,0,8,641,249,52,14136,0,25,25,48,1,0,A,4,0.55,30.27,0.636,31,11,7,15,22,79,493,17,29,30,40,10,20,6,31,15,57,29,11
7776,0,29,,0,C,3,30,U,F,2,0,B,4,,0,0,0,0,0,26,55,45,0,0,A,1,0.154,15,0.333,15,2,2,24,9,22,30,2,15,10,20,10,20,4,10,24,29,15,2
7777,0,29,52,0,R,2,44,U,M,4,1,B,2,,728,307,81,11222,0,30,36,33,0,0,A,1,0.154,15,0.167,10,2,1,16,10,23,30,2,15,10,20,10,20,5,12,16,29,15,1
7778,0,113,83,1,R,2,48,U,M,1,0,P,0,1,611,204,87,10060,0,45,25,48,1,17,A,1,0.059,10,0,0,1,0,16,21,83,159,17,9.35,7,12,5,10,3,12,16,94,9.35,8
7779,0,41,,0,U,3,8,U,U,,1,N,0,,1744,441,58,16791,0,27,32,18,0,0,E,4,0.75,7,0.5,6.5,6,2,16,8,19,91,14,6.5,9,12,3,5,2,7,16,45,6.5,7
7780,1,137,67,0,U,3,9,H,F,4,1,B,29,5,577,157,34,10497,0,30,32,25,1,0,A,1,0.053,17,0,0,1,0,18,31,71,122,11,11.09,27,30,3,17,6,15,18,123,11.09,6
7781,0,29,55,0,S,2,19,H,F,6,0,P,0,,1954,447,69,13836,0,23,47,28,0,0,A,1,0.071,20,0.143,20,1,1,29,11,25,45,2,22.5,5,25,20,25,6,13,23,29,22.5,1
